Provider_Name,Contacts,Category,Speciality,Physical Address,County,Coordinates,Latitude,Longitude,Exact_Location
Naivasha Dental Clinic ,0729571247/0722360285,Specialist,Dentist,Mama Ngina Street - Naivasha ,Nakuru,"(-0.728662, 36.4390128)",-0.728662,36.4390128,Naivasha
Nakuru Dental Centre ,721378488,Specialist,Dentist,Giddo Paza Nakaru- Eldoret Highway,Nakuru,"(-0.3030988, 36.080026)",-0.3030988,36.080026,Nakuru
Nomad Dental centre (Tower one building 2nd floor Moi road),0780 808395,Specialist,Dentist,"Town East, Biashara, Nakuru",Nakuru,"(-0.2983307, 36.0775727)",-0.2983307,36.0775727,Nakuru
Sterling Healthcare consultants,0729147171/0720668754,Specialist,Dentist,"Masters Plaza, 3rd floor ",Nakuru,"(-0.2843201, 36.0710984)",-0.2843201,36.0710984,Nakuru
Stirling Healthcare Consultants,0729147171/0720668754,Specialist,Dentist,"Kenyatta Avenue, Nakuru",Nakuru,"(-0.2849855, 36.0693043)",-0.2849855,36.0693043,Nakuru
Dr. Amos M. Otara(Nakuru clinical unit),722747470,Specialist,Gynaecologist/Consultant Obstetrician ,Gate House Nakuru,Nakuru,"(-0.2829657, 36.0741738)",-0.2829657,36.0741738,Nakuru
Dr. Benedict Osore ,0716725300/0733791887,Specialist,Gynaecologist/Consultant Obstetrician ,"MOWAM family clinic, Gate house building, ground floor, Mburu Gichuru Road, Nakuru",Nakuru,"(-0.2830428, 36.0741815)",-0.2830428,36.0741815,Nakuru
"Dr.Justus Nondi (NectarGyn & Fertility Centre ), (Assumption Center 3rd Floor Nakuru)",0720 252041 /0112 792444,Specialist,Gynaecologist,Assumption Center 3rd Floor Nakuru,Nakuru,"(-0.2904703, 36.0723927)",-0.2904703,36.0723927,Nakuru
Optimum current healthcare (Tamoh plaza 1st floor),0724 265848,Specialist,Gynaecologist,Tamoh plaza 1st floor,Nakuru,"(-0.2845995, 36.0670497)",-0.2845995,36.0670497,Nakuru
Baus Optical Company Ltd-Nakuru,0716 580 050,Specialist,Opthalmologist,"Along Kenyatta Avenue,Next to Westside Mall",Nakuru,"(-1.2866945, 36.816937)",-1.2866945,36.816937,Nakuru
Dr. Elkana Mongare Onsomo,720791929,Specialist,Opthalmologist,"Gate Hse 3Rd Flr, Rm 317 Mburu Gichua Rd, Geofrey Kamau Way NAKURU",Nakuru,"(-0.2856692, 36.0750065)",-0.2856692,36.0750065,Nakuru
Hi- Tech Opticians Ltd. - Nakuru ,051-2212562 / 020-2027672 / 0735 026000/3,Specialist,Optician,"Opposite Tuskys supermarket - MidtownÂ branch, Kenyatta Avenue - Nakuru ",Nakuru,"(-0.2838229, 36.0734792)",-0.2838229,36.0734792,Nakuru
Neema Opticians,718141990,Specialist,Optometrist,Kenyatta Avenue Nakuru,Nakuru,"(-0.2849855, 36.0693043)",-0.2849855,36.0693043,Nakuru
Optica Ltd- Kenyatta Avenue Nakuru,0790201076 / 0512210164 / 0512210240,Specialist,Opthalmologist,Kenyatta Avenue Nakuru,Nakuru,"(-0.2849855, 36.0693043)",-0.2849855,36.0693043,Nakuru
Optica Ltd- Naivasha,724700500,Specialist,Opthalmologist,Bufallo Mall Naivasha,Nakuru,"(-0.7041364, 36.4295848)",-0.7041364,36.4295848,Naivasha
Optica Ltd- Westside Mall Nakuru,790201078,Specialist,Opthalmologist,Westside Mall Nakuru,Nakuru,"(-0.287257, 36.0639156)",-0.287257,36.0639156,Nakuru
Slopes Optical Limited,789102749,Specialist,Optician,Bettan House Nyahururu ,Nakuru,"(0.0341899, 36.3628395)",0.0341899,36.3628395,Nyahururu
Arrow Dental Limited-Gatitu,0740579064/ 0723396322,Specialist,Dentist,"Thika Gateway Plaza, Gatitu, 2nd floor",Kiambu,"(-1.0432774, 37.0708001)",-1.0432774,37.0708001,Thika
Dental Art Centre Group Limited,0703942896 / 0723681746 / 0725790818,Specialist,Dentist,"Pushpa Plaza,  Along Kwame Nkrumah Street, Thika",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Dental Capital Ltd.,0722911825/ 0732911825,Specialist,Dentist,Maisha Heights 2nd Floor Kenyatta Avenue Thika Town,Kiambu,"(-1.0394435, 37.0717419)",-1.0394435,37.0717419,Thika
Dr. Magdalene Wambui Warui,,Specialist,Dentist,"Thika Arcade, Thika ",Kiambu,"(-1.036957, 37.073892)",-1.036957,37.073892,Thika
Dr. Mercy Munyasa/ Nextcare Dental Studio(Feruzi Towers- Thindigwa- Kiambu Road),0728 838994,Specialist,Dentist,Feruzi Towers- Thindigwa- Kiambu Road,Kiambu,"(-1.2038331, 36.8335236)",-1.2038331,36.8335236,Kiambu
Elephant Dental Ltd- Thika,0714999004/0721914168,Specialist,Dentist,"Thika Arcade, 4thfloor",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Mac Dental Limited,0718571515/0725859185,Specialist,Dentist,"Thika Bazaar, Thika town",Kiambu,"(-1.0395745, 37.0723377)",-1.0395745,37.0723377,Thika
Nomad Dental Centre - Thika Clinic,706852242,Specialist,Dentist,"Hanton Towers 2nd floor, Mama Ngina Drive ThikaÂ ",Kiambu,"(-1.0348552, 37.0734246)",-1.0348552,37.0734246,Thika
Proactive Dental Centre,703650090,Specialist,Dentist,"Nelleon Centre, 2nd Floor, Room 202B Opposite Thika Stadium",Kiambu,"(-1.0384516, 37.0768619)",-1.0384516,37.0768619,Thika
Royal Smiles Dental Clinic Limited(Ruaka Square Mall 4th floor),0708 042681,Specialist,Dentist,Ruaka Square Mall 4th floor,Kiambu,"(-1.2062632, 36.7845595)",-1.2062632,36.7845595,Ruaka
Thika Dental Care Centre ,0733397847/0722557747,Specialist,Dentist,"Thika Bazaar,2nd Floor",Kiambu,"(-1.0395745, 37.0723377)",-1.0395745,37.0723377,Thika
Baus Optical Company Ltd-Thika,0735 587 447,Specialist,Opthalmologist,"Thika Business Center,Next to Naivas Supermarket",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Eyemate Ltd- Thika,722294426,Specialist,Opthalmologist,"Waithaga House, Thika Town, behind December Hotel",Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Neno Opticians Limited,0722831921 / 0720804269,Specialist,Opthalmologist,"Deukesh House, Ruiru Town",Kiambu,"(-1.14825, 36.9604534)",-1.14825,36.9604534,Ruiru
"Optica Ltd- Bazaar Mall, Thika",790201080,Specialist,Opthalmologist,"Bazaar Mall, Kenyatta Highway Thika",Kiambu,"(-1.0406156, 37.0716545)",-1.0406156,37.0716545,Thika
Optica Ltd- Uhuru Street Thika,790201079,Specialist,Opthalmologist,Uhuru Street Thika,Kiambu,"(-1.0360054, 37.075461)",-1.0360054,37.075461,Thika
Optica Ltd-Viashla Plaza,115678495,Specialist,Opthalmologist,"Viashla Plaza, Kamakis Area, Eastern Bypass",Kiambu,"(-1.2177545, 36.9904924)",-1.2177545,36.9904924,Ruiru
Optica Ltd-The Brick Mall,115682819,Specialist,Opthalmologist,"Kiambu Road, Adjacent to Naivas",Kiambu,"(-1.1307381, 36.7648591)",-1.1307381,36.7648591,Kiambu
Dr James Thuo Kariuki,705974949,Specialist,Dermatologist,Thika Town,Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Dr Njoroge John Githua,0722991697/0733722396/0612301875,Specialist,Gynaecologist/Consultant Obstetrician ,Thika Town,Kiambu,"(-1.0387569, 37.0833753)",-1.0387569,37.0833753,Thika
Aqaudent Company Limited ,708315325,Specialist,Dentist,"Sigoi Plaza 2nd floor, Oginga Odinga Streets, Eldoret ",Uasin Gishu,"(0.51629, 35.2761577)",0.51629,35.2761577,Eldoret
Dr. Diana & Associates dental clinic,072246095/0770446069,Specialist,Dentist,1st Fl Left Wing - Nakumatta Eldocentre,Uasin Gishu,"(27.6648274, -81.5157535)",27.6648274,-81.5157535,Avon Park
Elephant Dental - Eldoret Clinic ,721716406,Specialist,Dentist,"Oloo Street, 64 Arcade , 2nd Floor, Room 7C",Uasin Gishu,"(0.5163884, 35.2735489)",0.5163884,35.2735489,Eldoret
Nomad Dental Centre - Eldoret ,702129555,Specialist,Dentist,"Juma Hajji House, oginga odinga street,Â ",Uasin Gishu,"(0.5161814, 35.2760654)",0.5161814,35.2760654,Eldoret
"Palmcare Sinai Hospital/ Dr. Dennis Odhiambo (Rock 2 Ground Floor, Kisumu Iten Road, Eldoret)",0721 169686,Specialist,Dentist,"Rock 2 Ground Floor, Kisumu Iten Road, Eldoret",Uasin Gishu,"(0.5142774999999999, 35.2697802)",0.5142775,35.2697802,Eldoret
Dr Zeph Gaya,0718699999/ 0718792227/ 0737013372,Specialist,Consultant Surgeon,Ground Floor National Bank Building Eldoret,Uasin Gishu,"(0.5142774999999999, 35.2697802)",0.5142775,35.2697802,Eldoret
Baus Optical Company Ltd-Eldoret,0736 965 500,Specialist,Opthalmologist,"Along Oginga Odinga Street,Next to Eldo Supermarket",Uasin Gishu,"(0.5161814, 35.2760654)",0.5161814,35.2760654,Eldoret
Dr. Claudio O. Owino,0721480707 / +254-532063367,Specialist,Opthalmologist,Drs. Plaza Eldoret Hospital,Uasin Gishu,"(0.5166202999999999, 35.2796328)",0.5166203,35.2796328,Eldoret
Eldo Eye Centre,702463962,Specialist,Opthalmologist,"AIC Fellowship, Waiganjo Street Opposite MTRH",Uasin Gishu,"(0.5135521, 35.279307)",0.5135521,35.279307,Eldoret
Hi-Tech Opticians Ltd. - Eldoret ,053-2030355 / 0722-949809 / 0735 026005,Specialist,Opthalmologist,"Near Ukwala Supermarket, Uganda Road, Eldoret",Uasin Gishu,"(0.5191903999999999, 35.2716917)",0.5191904,35.2716917,Eldoret
Omega Opticians-Eldoret,704002455,Specialist,Optomerist,"Kabuliot House, Ground floor, Uganda road",Uasin Gishu,"(0.5173438, 35.2771232)",0.5173438,35.2771232,Eldoret
"Optica Ltd- Kenyatta Street, Eldoret",790201083,Specialist,Opthalmologist,Kenyatta Street Eldoret,Uasin Gishu,"(0.5150539, 35.2745719)",0.5150539,35.2745719,Eldoret
Optica Ltd- Rupa Mall,799342396,Specialist,Opthalmologist,"Rupa Mall, Eldoret",Uasin Gishu,"(0.5138779, 35.2907298)",0.5138779,35.2907298,Eldoret
"Optica Ltd-Highlands Mall, Eldoret",110652666,Specialist,Opthalmologist,"Highlands Mall, Eldoret",Uasin Gishu,"(0.5209657999999999, 35.2653268)",0.5209658,35.2653268,Eldoret
Dr. Solomon Sirma,722327257,Specialist,Gynaecologist,64 Arcade Building- Oloo street  1st Floor RM 5B,Uasin Gishu,"(0.5162055999999999, 35.2736288)",0.5162056,35.2736288,Eldoret
International Cancer Institute,718473446,Specialist,Oncologist,"Nandi road, Eldoret",Uasin Gishu,"(0.5095347, 35.2877393)",0.5095347,35.2877393,Eldoret
Hope ENT Centre - Makueni Clinic,0442020190/0722533718,Specialist,ENT Surgeon,"Wote Town, 3rd floor, Soi Plaza ( Above Equity Bank), Suite 2.",Makueni,"(-1.788625, 37.63333960000001)",-1.788625,37.6333396,Wote
Baus Optical Company Ltd-Syokimau,0797391753 / 0723737272,Specialist,Opthalmologist,"Pacific Mall, Next to Mastermind Tobacco along Mombasa road, next to Naivas supermarket",Machakos,"(-4.0434771, 39.6682065)",-4.0434771,39.6682065,Mombasa
Global Optic Wear,0722660829/0792364988,Specialist,Optician,Wote Road next to Machakos level 5 ABC Plaza 2 [Doctors plaza] Machakos,Machakos,"(-1.5176837, 37.2634146)",-1.5176837,37.2634146,Machakos
"Optica Ltd- Gateway Mall ,Mlolongo",759739891,Specialist,Opthalmologist,"Gateway Mall , Mlololngo",Machakos,"(-1.3642102, 36.9117918)",-1.3642102,36.9117918,Mlolongo
Optica Ltd-Annam Annex,799342395,Specialist,Optician,Makutano- Kitui Road,Machakos,"(-1.5246237, 37.2746188)",-1.5246237,37.2746188,Machakos
"Optica Ltd-Signature Mall, Mlolongo",758726160,Specialist,Opthalmologist,"Mombasa Road, Mlolongo",Machakos,"(-1.3943446, 36.9397505)",-1.3943446,36.9397505,Mlolongo
Royal Smiles Dental Clinic-Machakos,0717 324835/0780324835,Specialist,Dentist,"Along Machakos-Wote Road, Machakos Doctors Plaza, Ground Flour",Machakos,"(-1.5252539, 37.2655083)",-1.5252539,37.2655083,Machakos
Baus Optical Company Ltd-Kitengela,0742 502 600,Specialist,Opthalmologist,"At Kitengela Mall ground Floor,adjacent to Naivas Supermarket",Kajiado,"(-1.4791088, 36.9583914)",-1.4791088,36.9583914,Kitengela
Omega Opticians- Rongai,104582881,Specialist,Optician,"Maiyan Mall, Ground Floor-along Magadi road",Kajiado,"(-1.3973203, 36.7618809)",-1.3973203,36.7618809,Ongata Rongai
Optica Ltd-Maiyan Mall ( Rongai),798529693,Specialist,Opthalmologist,"Maiyan Mall, Rongai",Kajiado,"(-1.3973429, 36.7619711)",-1.3973429,36.7619711,Ongata Rongai
Optica Ltd-Rongai,717137338,Specialist,Opthalmologist,"Bata Building, Opposite Tuskys Supermarket (Main), Magadi Road, Ongata Rongai",Kajiado,"(-1.3960572, 36.7536765)",-1.3960572,36.7536765,Ongata Rongai
Optica Ltd- Kitengela,757536139,Specialist,Opthalmologist,Rubis-Kitengela,Kajiado,"(-1.481162, 36.9566855)",-1.481162,36.9566855,Kitengela
Tazama Eye Care,703248677,Specialist,Opthalmologist,Ongata Rongai Masai Mall,Kajiado,"(-1.3941294, 36.7640763)",-1.3941294,36.7640763,Ongata Rongai
Mylbac Optical Services,0111 607780,Specialist,Optician,"Siron place 1st floor, Ongata Rongai",Kajiado,"(-1.3971151, 36.7516203)",-1.3971151,36.7516203,Ongata Rongai
Cool Smile Dental Clinic /Dr Emily Mutanu Mutui,0720 220762,Specialist,Dentist,Namanga Road- Next to Nairobi Women Hsp Kitengela,Kajiado,"(-1.4756024, 36.9605943)",-1.4756024,36.9605943,Kitengela
Densmile Dental Clinic - Kitengela ,0720923391/ 0739632139,Specialist,Dentist,"Red Heron Centre , 2nd floor , Room 513 , Kitengela Town ",Kajiado,"(-1.4812889, 36.9563436)",-1.4812889,36.9563436,Kitengela
Dentmind Dental Centre - Kitengela Branch,716885306,Specialist,Dentist,"Betty Business Centre, Kitenegela Town ",Kajiado,"(-1.4856753, 36.9549638)",-1.4856753,36.9549638,Kitengela
Dr. Teeth,723110025,Specialist,Dentist,"Isalu Centre, Magadi Rd, Ongata Rongai",Kajiado,"(-1.3963533, 36.7471976)",-1.3963533,36.7471976,Ongata Rongai
Elephant Dental Ltd- Kitengela  (Dr.Berly Hararo),0726403233/0713147633,Specialist,Dentist,"Kajiado Namanga Road, Next To National Oil",Kajiado,"(-1.474467, 36.959358)",-1.474467,36.959358,Kitengela
Jolynn Dental Clinic,0710945746/0791536403,Specialist,Dentist,Olive Business Centre Opposite Nairobi Womens kitengela,Kajiado,"(-1.5167072, 36.849996)",-1.5167072,36.849996,Kitengela
Royal Smiles Dental Clinic-Kitengela,0721852881/0773881791.,Specialist,Dentist,"Kitengela, Nairobi- Namanga Road, opposite EastMatt Supermarket",Kajiado,"(-1.4927955, 36.9546428)",-1.4927955,36.9546428,Kitengela
Elephant Dental Ltd- Nyeri,0703 911 252/0725 752 961,Specialist,Dentist,"Kirundo Hse, 2nd Floor, Main Stage",Nyeri,"(-2.5848378, 30.0961296)",-2.5848378,30.0961296,Kirundo
Nomad Dental Centre - Nyeri (MAIN),0702994866/0735957888,Specialist,Dentist,"Peak Business Centre, Nyeri 1st floor room 121, next to APA insurance ",Nyeri,"(-0.4235338, 36.9520543)",-0.4235338,36.9520543,Nyeri
Baus Optical Company Ltd-Nyeri,0738 443 358,Specialist,Opthalmologist,"Along Kimathi Way,located at Prestige Plaza",Nyeri,"(-0.4222905, 36.9525686)",-0.4222905,36.9525686,Nyeri
Kirima Opticals Ltd - Nyeri,721535420,Specialist,Opthalmologist,"Next to Naivas Supermarket, off Gakere road",Nyeri,"(-0.423859, 36.9538042)",-0.423859,36.9538042,Nyeri
Kirimara Opticals,721535420,Specialist,Optician,"Nyeri-Off Gakere Road, Next to Gikondi Bar, Nyeri",Nyeri,"(-0.423859, 36.9538042)",-0.423859,36.9538042,Nyeri
Neema Opticians,716676611,Specialist,Optician,Karuga Iratho Blding along Gakere road,Nyeri,"(-0.423859, 36.9538042)",-0.423859,36.9538042,Nyeri
Optica Ltd- Nyeri,0612032059 / 0612030060 / 0790201075,Specialist,Opthalmologist,Kimathi way Nyeri,Nyeri,"(-0.4266503, 36.9631313)",-0.4266503,36.9631313,Nyeri
Optica Ltd- Karatina,110652668,Specialist,Optician,Next to Co-op Bank Opp. Karatina Market,Nyeri,"(-0.4831579999999999, 37.1273549)",-0.483158,37.1273549,Karatina
City eye hospital Nyeri,0114079245/0780777705,Specialist,Optician,Asian Quarter Along mbuni road.,Nyeri,"(-0.4284692, 36.959879)",-0.4284692,36.959879,Nyeri
Dr. Ephantus Mate Mabu( Dr. E. M Mate),0722766775/061-2030056,Specialist,Gynaecologist,"Calendoria House, Kenyatta street",Nyeri,"(6.4196742, 7.5007303)",6.4196742,7.5007303,Enugu
Eastend Dental Clinic ,0719269964/0734269964/0791269914,Specialist,Dentist,"Eastern Emporium Building Embu, Embu town ",Embu,"(-0.5367731, 37.4516084)",-0.5367731,37.4516084,Embu
Neema Opticians,721266955,Specialist,Optician,"Makuti bulding , Embu-kiritiri road",Embu,"(-0.5387991999999999, 37.4547041)",-0.5387992,37.4547041,Embu
Nomad Dental Centre - Nyanyuki ,714004300,Specialist,Dentist,"Located at Laipha House 1st Floor, opposite main stage,Â ",Laikipia,"(0.0160176, 37.0783913)",0.0160176,37.0783913,Nanyuki
Baus Optical Company Ltd-Nanyuki,0769-769154,Specialist,Opthalmologist,"Nanyuki Mall, 1st floor",Laikipia,"(0.007441499999999999, 37.0722303)",0.0074415,37.0722303,Nanyuki
Kirima Opticals Ltd - Nanyuki,701163335,Specialist,Opthalmologist,Nyeri-Nanyuki Highway Opposite Oilibya Petrol Station,Laikipia,"(0.0162799, 37.07777170000001)",0.0162799,37.0777717,Nanyuki
Optica Ltd- Cedar Mall,790205332,Specialist,Opthalmologist,"Cedar Mall, Nanyuki",Laikipia,"(0.0183853, 37.0743448)",0.0183853,37.0743448,Nanyuki
Optica Ltd- Nanyuki Mall,709709260,Specialist,Optician,"Nanyuki Mall, ",Laikipia,"(0.0105136, 37.0754693)",0.0105136,37.0754693,Nanyuki
Slopes Optical Limitted,789102749,Specialist,Optician,Bettan House Nyahururu ,Laikipia,"(0.0341899, 36.3628395)",0.0341899,36.3628395,Nyahururu
Kirima Opticals Ltd - Meru,722943183,Specialist,Opthalmologist,"Next to Family Bank, Njuri Ncheke Street",Meru,"(0.0452151, 37.6584703)",0.0452151,37.6584703,Meru
Optica- Ltd-Greenwood Mall,740917041,Specialist,Optician,Greenwood Mall Meru,Meru,"(0.0440625, 37.6529375)",0.0440625,37.6529375,Meru
Elephant Dental Ltd-Meru,0710500500/0721442989,Specialist,Dentist,"Ncheege Plaza, Grd flr. Kirukuri Street",Meru,"(0.0483132, 37.6545493)",0.0483132,37.6545493,Meru
Isiolo Dental clinic,724761126,Specialist,Dentist,Isiolo town Halcha Plaza 1st floor Marsabit road,Isiolo,"(0.355636, 37.5833061)",0.355636,37.5833061,Isiolo
Optica Ltd- Kakamega,790201084,Specialist,Opthalmologist,Mega Mall Kakamega,Kakamega,"(0.2828817, 34.7549245)",0.2828817,34.7549245,Kakamega
Dr. Hezron Odongo,724526561,Specialist,Consultant Paeditrician ,Holden Mall Nakumatt-Kakamega,Kakamega,"(0.2894011, 34.7575665)",0.2894011,34.7575665,Kakamega
St. James Opticians,713577584,Specialist,Optician,"Daima Plaza,NHIF Building1st floor. Mumias Road",Bungoma,"(-1.2828645, 36.8799036)",-1.2828645,36.8799036,Mombasa Road
Baus Optical Company Ltd-Kisii,0707 064 935,Specialist,Opthalmologist,"Along Kisumu Road,Ouru Complex Building",Kisii,"(0.1892396, 34.9482812)",0.1892396,34.9482812,Kisii
Innovation Eye Centre ltd ,0727807097/0582031994,Specialist,Opthalmologist ,Nyanchwa area behind Kisii primary ,Kisii,"(-0.6872280000000001, 34.765793)",-0.687228,34.765793,Kisii
Optica Ltd- Kisii,790201085,Specialist,Opthalmologist,Sansora Road Kisii,Kisii,"(-0.6740442, 34.7724935)",-0.6740442,34.7724935,Kisii
Dr. Kisiangani J. Welime,0710103227/0202345120,Specialist,Peadiatrician,Dr's Plaza Next to Mt. Elgon Hospital Kitale,Trans Nzoia,"(1.01623, 35.0102454)",1.01623,35.0102454,Kitale
Hi-tech opticians ,711706181,Specialist,Opthalmologist,"Near Suam SUAM HARDWARE, Kenyatta Street, KITALE",Trans Nzoia,"(1.0165202, 35.0024333)",1.0165202,35.0024333,Kitale
Optica Ltd- Kitale,709709189,Specialist,Opthalmologist,"Kitale,RB Shah Building, Kenyatta Avenue",Trans Nzoia,"(1.019089, 35.0023048)",1.019089,35.0023048,Kitale
Quitale Dental Studio ,0114250002/0731250002,Specialist,Dentist,"Mazop plaza, along Moi avenue Kitale ",Trans Nzoia,"(1.0151715, 35.002132)",1.0151715,35.002132,Kitale
Fig Tree Optics,722751668,Specialist,Opthalmologist,"Next to chase Bank,Tengecha Lane,Kenyatta Avenue,Kericho-kenyatta road",Kericho,"(-0.3688967, 35.286286)",-0.3688967,35.286286,Kericho
Optica Ltd- Simba Gate Mall,719835167,Specialist,Opthamologist,"Simba Gate Mall, Kericho",Kericho,"(-0.369356, 35.2839076)",-0.369356,35.2839076,Kericho
Pear White Dental care ltd,721155380,Specialist,Dentist,"Temple Road, Kericho, Kericho, Kenya",Kericho,"(-0.3699381, 35.2831113)",-0.3699381,35.2831113,Kericho
Fig Tree dental Clinic,0722789465/052-31117,Specialist,Dentist,Uhuru road(CBD) off Tengecha lane Kericho ,Kericho,"(-0.368093, 35.2828545)",-0.368093,35.2828545,Kericho
Busia Dental Solutions,0724816623/0716670491,Specialist,Dentist,"Nairobi, muindi mbingu street",Busia ,"(-1.283383, 36.8198584)",-1.283383,36.8198584,Nairobi CBD
Fig Tree Optics,722751668,Specialist,Optician,Bomet,Bomet,"(-0.7777854, 35.3356518)",-0.7777854,35.3356518,Bomet
Fig Tree Optics,722751668,Specialist,Optician,Kabarnet Town,Baringo,"(0.490107, 35.743418)",0.490107,35.743418,Kabarnet
Fig Tree Optics,722751668,Specialist,Optician,Kapsabet Town,Nandi,"(0.202957, 35.0978385)",0.202957,35.0978385,Kapsabet
Fig Tree Optics,722751668,Specialist,Optician,Nandi Hills,Nandi,"(13.370154, 77.68345510000002)",13.370154,77.6834551,Nandi Hills
Fig Tree Optics,722751668,Specialist,Optician,Iten Town,Elgeyo Marakwet,"(0.6732353999999999, 35.5083136)",0.6732354,35.5083136,Iten
Elephant Dental Ltd- Lodwar (Dr. Eliud Ebei Etoot),0710492110/0705856328,Specialist,Dentist,Biashara Center- Lodwar Town,Turkana,"(3.1155165, 35.6040785)",3.1155165,35.6040785,Lodwar
"Optica Ltd-Gate Mall, Ukunda",758919518,Specialist,Opthamologist,"Gate Mall, Ukunda",Kwale,"(-4.280757299999999, 39.5660294)",-4.2807573,39.5660294,Ukunda
Optica Ltd-Oltalet Mall,798529693,Specialist,Opthamologist,"Oltalet Mall, Narok",Narok,"(-1.0898463, 35.875693)",-1.0898463,35.875693,Narok
AAR Healthcare Buruburu Outpatient Centre,0780 888 234,Hosiptal,Outpatient,"Mumias South Road, 1st Floor, Mesora Centre Next to Kenol Petrol Station",Nairobi,"(0.3332218, 34.4877423)",0.3332218,34.4877423,Mumias
AAR Healthcare City Centre,"020 â€“ 3318 924/31, 0202215762/ 0731 191 070",Hosiptal,Outpatient,"6th Floor ICEA Building, Kenyatta Avenue, Nairobi",Nairobi,"(-1.284296, 36.8210321)",-1.284296,36.8210321,Nairobi CBD
